País,ano,quantidade,valor_usd,produto,tipo
Africa do Sul,2016,578829,1686226.0,Vinhos de Mesa,Importação
Africa do Sul,2017,1138732,3241298.0,Vinhos de Mesa,Importação
Africa do Sul,2018,1127053,3574371.0,Vinhos de Mesa,Importação
Africa do Sul,2019,1092042,3604038.0,Vinhos de Mesa,Importação
Africa do Sul,2020,627150,1701072.0,Vinhos de Mesa,Importação
Africa do Sul,2021,859169,2508140.0,Vinhos de Mesa,Importação
Africa do Sul,2022,738116,2266827.0,Vinhos de Mesa,Importação
Africa do Sul,2023,522733,1732850.0,Vinhos de Mesa,Importação
Alemanha,1970,52297,30498.0,Vinhos de Mesa,Importação
Alemanha,1971,34606,26027.0,Vinhos de Mesa,Importação
Alemanha,1972,134438,92103.0,Vinhos de Mesa,Importação
Alemanha,1973,111523,98638.0,Vinhos de Mesa,Importação
Alemanha,1974,219173,202502.0,Vinhos de Mesa,Importação
Alemanha,1975,134354,149931.0,Vinhos de Mesa,Importação
Alemanha,1976,168134,171308.0,Vinhos de Mesa,Importação
Alemanha,1977,160926,201840.0,Vinhos de Mesa,Importação
Alemanha,1978,437831,668631.0,Vinhos de Mesa,Importação
Alemanha,1979,433478,691404.0,Vinhos de Mesa,Importação
Alemanha,1980,457033,704307.0,Vinhos de Mesa,Importação
Alemanha,1981,707194,853830.0,Vinhos de Mesa,Importação
Alemanha,1982,996948,1126928.0,Vinhos de Mesa,Importação
Alemanha,1983,850055,908380.0,Vinhos de Mesa,Importação
Alemanha,1984,586645,564129.0,Vinhos de Mesa,Importação
Alemanha,1985,1069717,1122438.0,Vinhos de Mesa,Importação
Alemanha,1986,2357113,3008737.0,Vinhos de Mesa,Importação
Alemanha,1987,1307519,1863924.0,Vinhos de Mesa,Importação
Alemanha,1988,2029271,2757417.0,Vinhos de Mesa,Importação
Alemanha,1989,2885143,4074739.0,Vinhos de Mesa,Importação
Alemanha,1990,3342223,5875679.0,Vinhos de Mesa,Importação
Alemanha,1991,3096425,4545305.0,Vinhos de Mesa,Importação
Alemanha,1992,2515557,3644055.0,Vinhos de Mesa,Importação
Alemanha,1993,5721360,7155615.0,Vinhos de Mesa,Importação
Alemanha,1994,11047710,16068528.0,Vinhos de Mesa,Importação
Alemanha,1995,11919346,19758144.0,Vinhos de Mesa,Importação
Alemanha,1996,8680860,10629243.0,Vinhos de Mesa,Importação
Alemanha,1997,4867017,5108215.0,Vinhos de Mesa,Importação
Alemanha,1998,3014081,4834030.0,Vinhos de Mesa,Importação
Alemanha,1999,2576557,4539354.0,Vinhos de Mesa,Importação
Alemanha,2000,1164724,1668539.0,Vinhos de Mesa,Importação
Alemanha,2001,909077,1169872.0,Vinhos de Mesa,Importação
Alemanha,2002,759712,829695.0,Vinhos de Mesa,Importação
Alemanha,2003,573198,629664.0,Vinhos de Mesa,Importação
Alemanha,2004,420075,550750.0,Vinhos de Mesa,Importação
Alemanha,2005,253685,382599.0,Vinhos de Mesa,Importação
Alemanha,2006,314749,634870.0,Vinhos de Mesa,Importação
Alemanha,2007,234006,647626.0,Vinhos de Mesa,Importação
Alemanha,2008,293935,1063825.0,Vinhos de Mesa,Importação
Alemanha,2009,56075,291876.0,Vinhos de Mesa,Importação
Alemanha,2010,192661,784674.0,Vinhos de Mesa,Importação
Alemanha,2011,198025,933545.0,Vinhos de Mesa,Importação
Alemanha,2012,113243,591167.0,Vinhos de Mesa,Importação
Alemanha,2013,114866,414070.0,Vinhos de Mesa,Importação
Alemanha,2014,115804,483316.0,Vinhos de Mesa,Importação
Alemanha,2015,95171,358275.0,Vinhos de Mesa,Importação
Alemanha,2016,158386,606333.0,Vinhos de Mesa,Importação
Alemanha,2017,83289,315959.0,Vinhos de Mesa,Importação
Alemanha,2018,142971,516975.0,Vinhos de Mesa,Importação
Alemanha,2019,101055,412794.0,Vinhos de Mesa,Importação
Alemanha,2020,136992,504168.0,Vinhos de Mesa,Importação
Alemanha,2021,106541,546967.0,Vinhos de Mesa,Importação
Alemanha,2022,92600,438595.0,Vinhos de Mesa,Importação
Alemanha,2023,102456,557947.0,Vinhos de Mesa,Importação
Argélia,1970,0,0.0,Vinhos de Mesa,Importação
Argélia,1971,0,0.0,Vinhos de Mesa,Importação
Argélia,1972,0,0.0,Vinhos de Mesa,Importação
Argélia,1973,0,0.0,Vinhos de Mesa,Importação
Argélia,1974,0,0.0,Vinhos de Mesa,Importação
Argélia,1975,0,0.0,Vinhos de Mesa,Importação
Argélia,1976,0,0.0,Vinhos de Mesa,Importação
Argélia,1977,0,0.0,Vinhos de Mesa,Importação
Argélia,1978,0,0.0,Vinhos de Mesa,Importação
Argélia,1979,0,0.0,Vinhos de Mesa,Importação
Argélia,1980,0,0.0,Vinhos de Mesa,Importação
Argélia,1981,0,0.0,Vinhos de Mesa,Importação
Argélia,1982,0,0.0,Vinhos de Mesa,Importação
Argélia,1983,0,0.0,Vinhos de Mesa,Importação
Argélia,1984,0,0.0,Vinhos de Mesa,Importação
Argélia,1985,0,0.0,Vinhos de Mesa,Importação
Argélia,1986,0,0.0,Vinhos de Mesa,Importação
Argélia,1987,0,0.0,Vinhos de Mesa,Importação
Argélia,1988,0,0.0,Vinhos de Mesa,Importação
Argélia,1989,0,0.0,Vinhos de Mesa,Importação
Argélia,1990,0,0.0,Vinhos de Mesa,Importação
Argélia,1991,0,0.0,Vinhos de Mesa,Importação
Argélia,1992,0,0.0,Vinhos de Mesa,Importação
Argélia,1993,0,0.0,Vinhos de Mesa,Importação
Argélia,1994,0,0.0,Vinhos de Mesa,Importação
Argélia,1995,0,0.0,Vinhos de Mesa,Importação
Argélia,1996,0,0.0,Vinhos de Mesa,Importação
Argélia,1997,0,0.0,Vinhos de Mesa,Importação
Argélia,1998,0,0.0,Vinhos de Mesa,Importação
Argélia,1999,0,0.0,Vinhos de Mesa,Importação
Argélia,2000,0,0.0,Vinhos de Mesa,Importação
Argélia,2001,0,0.0,Vinhos de Mesa,Importação
Argélia,2002,0,0.0,Vinhos de Mesa,Importação
Argélia,2003,0,0.0,Vinhos de Mesa,Importação
Argélia,2004,0,0.0,Vinhos de Mesa,Importação
Argélia,2005,0,0.0,Vinhos de Mesa,Importação
Argélia,2006,0,0.0,Vinhos de Mesa,Importação
Argélia,2007,0,0.0,Vinhos de Mesa,Importação
Argélia,2008,0,0.0,Vinhos de Mesa,Importação
Argélia,2009,0,0.0,Vinhos de Mesa,Importação
Argélia,2010,0,0.0,Vinhos de Mesa,Importação
Argélia,2011,0,0.0,Vinhos de Mesa,Importação
Argélia,2012,0,0.0,Vinhos de Mesa,Importação
Argélia,2013,0,0.0,Vinhos de Mesa,Importação
Argélia,2014,0,0.0,Vinhos de Mesa,Importação
Argélia,2015,0,0.0,Vinhos de Mesa,Importação
Argélia,2016,0,43.0,Vinhos de Mesa,Importação
Argélia,2017,0,0.0,Vinhos de Mesa,Importação
Argélia,2018,0,0.0,Vinhos de Mesa,Importação
Argélia,2019,0,0.0,Vinhos de Mesa,Importação
Argélia,2020,0,0.0,Vinhos de Mesa,Importação
Argélia,2021,0,0.0,Vinhos de Mesa,Importação
Argélia,2022,0,0.0,Vinhos de Mesa,Importação
Argélia,2023,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1970,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1971,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1972,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1973,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1974,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1975,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1976,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1977,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1978,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1979,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1980,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1981,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1982,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1983,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1984,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1985,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1986,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1987,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1988,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1989,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1990,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1991,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1992,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1993,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1994,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1995,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1996,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1997,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1998,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,1999,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2000,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2001,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2002,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2003,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2004,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2005,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2006,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2007,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2008,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2009,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2010,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2011,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2012,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2013,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2014,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2015,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2016,0,43.0,Vinhos de Mesa,Importação
Arábia Saudita,2017,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2018,563,3249.0,Vinhos de Mesa,Importação
Arábia Saudita,2019,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2020,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2021,2510,8761.0,Vinhos de Mesa,Importação
Arábia Saudita,2022,0,0.0,Vinhos de Mesa,Importação
Arábia Saudita,2023,8,161.0,Vinhos de Mesa,Importação
Argentina,1970,19525,12260.0,Vinhos de Mesa,Importação
Argentina,1971,24942,15022.0,Vinhos de Mesa,Importação
Argentina,1972,104906,58137.0,Vinhos de Mesa,Importação
Argentina,1973,116887,76121.0,Vinhos de Mesa,Importação
Argentina,1974,215930,167473.0,Vinhos de Mesa,Importação
Argentina,1975,145823,90855.0,Vinhos de Mesa,Importação
Argentina,1976,348653,277507.0,Vinhos de Mesa,Importação
Argentina,1977,408399,395615.0,Vinhos de Mesa,Importação
Argentina,1978,614134,709813.0,Vinhos de Mesa,Importação
Argentina,1979,646978,888941.0,Vinhos de Mesa,Importação
Argentina,1980,298471,479464.0,Vinhos de Mesa,Importação
Argentina,1981,131738,209173.0,Vinhos de Mesa,Importação
Argentina,1982,191972,264487.0,Vinhos de Mesa,Importação
Argentina,1983,132634,188625.0,Vinhos de Mesa,Importação
Argentina,1984,42438,64603.0,Vinhos de Mesa,Importação
Argentina,1985,114570,164424.0,Vinhos de Mesa,Importação
Argentina,1986,170413,242678.0,Vinhos de Mesa,Importação
Argentina,1987,98854,136841.0,Vinhos de Mesa,Importação
Argentina,1988,414931,590758.0,Vinhos de Mesa,Importação
Argentina,1989,716062,1153585.0,Vinhos de Mesa,Importação
Argentina,1990,455774,721398.0,Vinhos de Mesa,Importação
Argentina,1991,852441,1493649.0,Vinhos de Mesa,Importação
Argentina,1992,444896,815668.0,Vinhos de Mesa,Importação
Argentina,1993,359542,795068.0,Vinhos de Mesa,Importação
Argentina,1994,446315,730091.0,Vinhos de Mesa,Importação
Argentina,1995,1397904,1992083.0,Vinhos de Mesa,Importação
Argentina,1996,779008,1438076.0,Vinhos de Mesa,Importação
Argentina,1997,1013306,2089559.0,Vinhos de Mesa,Importação
Argentina,1998,1295190,3073775.0,Vinhos de Mesa,Importação
Argentina,1999,2475780,5284871.0,Vinhos de Mesa,Importação
Argentina,2000,2724941,6556544.0,Vinhos de Mesa,Importação
Argentina,2001,2585537,6196286.0,Vinhos de Mesa,Importação
Argentina,2002,3867336,6894469.0,Vinhos de Mesa,Importação
Argentina,2003,5720024,9653634.0,Vinhos de Mesa,Importação
Argentina,2004,10202602,17142493.0,Vinhos de Mesa,Importação
Argentina,2005,10845213,21623751.0,Vinhos de Mesa,Importação
Argentina,2006,11939727,25822840.0,Vinhos de Mesa,Importação
Argentina,2007,15621172,36160548.0,Vinhos de Mesa,Importação
Argentina,2008,14417761,37382581.0,Vinhos de Mesa,Importação
Argentina,2009,13902750,38521731.0,Vinhos de Mesa,Importação
Argentina,2010,16965266,52126581.0,Vinhos de Mesa,Importação
Argentina,2011,16673491,58806736.0,Vinhos de Mesa,Importação
Argentina,2012,14613839,55633562.0,Vinhos de Mesa,Importação
Argentina,2013,12732815,49524694.0,Vinhos de Mesa,Importação
Argentina,2014,13437321,53815956.0,Vinhos de Mesa,Importação
Argentina,2015,12465041,48043201.0,Vinhos de Mesa,Importação
Argentina,2016,14098009,45214862.0,Vinhos de Mesa,Importação
Argentina,2017,15461740,51770842.0,Vinhos de Mesa,Importação
Argentina,2018,15221318,52817642.0,Vinhos de Mesa,Importação
Argentina,2019,16548931,54527380.0,Vinhos de Mesa,Importação
Argentina,2020,22610267,66322932.0,Vinhos de Mesa,Importação
Argentina,2021,26869241,79527959.0,Vinhos de Mesa,Importação
Argentina,2022,27980574,87519642.0,Vinhos de Mesa,Importação
Argentina,2023,25276991,83918138.0,Vinhos de Mesa,Importação
Armênia,1970,0,0.0,Vinhos de Mesa,Importação
Armênia,1971,0,0.0,Vinhos de Mesa,Importação
Armênia,1972,0,0.0,Vinhos de Mesa,Importação
Armênia,1973,0,0.0,Vinhos de Mesa,Importação
Armênia,1974,0,0.0,Vinhos de Mesa,Importação
Armênia,1975,0,0.0,Vinhos de Mesa,Importação
Armênia,1976,0,0.0,Vinhos de Mesa,Importação
Armênia,1977,0,0.0,Vinhos de Mesa,Importação
Armênia,1978,0,0.0,Vinhos de Mesa,Importação
Armênia,1979,0,0.0,Vinhos de Mesa,Importação
Armênia,1980,0,0.0,Vinhos de Mesa,Importação
Armênia,1981,0,0.0,Vinhos de Mesa,Importação
Armênia,1982,0,0.0,Vinhos de Mesa,Importação
Armênia,1983,0,0.0,Vinhos de Mesa,Importação
Armênia,1984,0,0.0,Vinhos de Mesa,Importação
Armênia,1985,0,0.0,Vinhos de Mesa,Importação
Armênia,1986,0,0.0,Vinhos de Mesa,Importação
Armênia,1987,0,0.0,Vinhos de Mesa,Importação
Armênia,1988,0,0.0,Vinhos de Mesa,Importação
Armênia,1989,0,0.0,Vinhos de Mesa,Importação
Armênia,1990,0,0.0,Vinhos de Mesa,Importação
Armênia,1991,0,0.0,Vinhos de Mesa,Importação
Armênia,1992,0,0.0,Vinhos de Mesa,Importação
Armênia,1993,0,0.0,Vinhos de Mesa,Importação
Armênia,1994,0,0.0,Vinhos de Mesa,Importação
Armênia,1995,0,0.0,Vinhos de Mesa,Importação
Armênia,1996,0,0.0,Vinhos de Mesa,Importação
Armênia,1997,0,0.0,Vinhos de Mesa,Importação
Armênia,1998,0,0.0,Vinhos de Mesa,Importação
Armênia,1999,0,0.0,Vinhos de Mesa,Importação
Armênia,2000,0,0.0,Vinhos de Mesa,Importação
Armênia,2001,0,0.0,Vinhos de Mesa,Importação
Armênia,2002,0,0.0,Vinhos de Mesa,Importação
Armênia,2003,0,0.0,Vinhos de Mesa,Importação
Armênia,2004,0,0.0,Vinhos de Mesa,Importação
Armênia,2005,0,0.0,Vinhos de Mesa,Importação
Armênia,2006,0,0.0,Vinhos de Mesa,Importação
Armênia,2007,0,0.0,Vinhos de Mesa,Importação
Armênia,2008,0,0.0,Vinhos de Mesa,Importação
Armênia,2009,0,0.0,Vinhos de Mesa,Importação
Armênia,2010,0,0.0,Vinhos de Mesa,Importação
Armênia,2011,0,0.0,Vinhos de Mesa,Importação
Armênia,2012,0,0.0,Vinhos de Mesa,Importação
Armênia,2013,0,0.0,Vinhos de Mesa,Importação
Armênia,2014,0,0.0,Vinhos de Mesa,Importação
Armênia,2015,0,0.0,Vinhos de Mesa,Importação
Armênia,2016,0,0.0,Vinhos de Mesa,Importação
Armênia,2017,0,0.0,Vinhos de Mesa,Importação
Armênia,2018,0,0.0,Vinhos de Mesa,Importação
Armênia,2019,0,0.0,Vinhos de Mesa,Importação
Armênia,2020,0,0.0,Vinhos de Mesa,Importação
Armênia,2021,0,0.0,Vinhos de Mesa,Importação
Armênia,2022,2385,13668.0,Vinhos de Mesa,Importação
Armênia,2023,3542,24336.0,Vinhos de Mesa,Importação
Austrália,1970,0,0.0,Vinhos de Mesa,Importação
Austrália,1971,0,0.0,Vinhos de Mesa,Importação
Austrália,1972,0,0.0,Vinhos de Mesa,Importação
Austrália,1973,0,0.0,Vinhos de Mesa,Importação
Austrália,1974,0,0.0,Vinhos de Mesa,Importação
Austrália,1975,0,0.0,Vinhos de Mesa,Importação
Austrália,1976,0,0.0,Vinhos de Mesa,Importação
Austrália,1977,0,0.0,Vinhos de Mesa,Importação
Austrália,1978,0,0.0,Vinhos de Mesa,Importação
Austrália,1979,0,0.0,Vinhos de Mesa,Importação
Austrália,1980,0,0.0,Vinhos de Mesa,Importação
Austrália,1981,0,0.0,Vinhos de Mesa,Importação
Austrália,1982,0,0.0,Vinhos de Mesa,Importação
Austrália,1983,0,0.0,Vinhos de Mesa,Importação
Austrália,1984,0,0.0,Vinhos de Mesa,Importação
Austrália,1985,0,0.0,Vinhos de Mesa,Importação
Austrália,1986,0,0.0,Vinhos de Mesa,Importação
Austrália,1987,0,0.0,Vinhos de Mesa,Importação
Austrália,1988,0,0.0,Vinhos de Mesa,Importação
Austrália,1989,0,0.0,Vinhos de Mesa,Importação
Austrália,1990,0,0.0,Vinhos de Mesa,Importação
Austrália,1991,0,0.0,Vinhos de Mesa,Importação
Austrália,1992,0,0.0,Vinhos de Mesa,Importação
Austrália,1993,0,0.0,Vinhos de Mesa,Importação
Austrália,1994,0,0.0,Vinhos de Mesa,Importação
Austrália,1995,0,0.0,Vinhos de Mesa,Importação
Austrália,1996,0,0.0,Vinhos de Mesa,Importação
Austrália,1997,0,0.0,Vinhos de Mesa,Importação
Austrália,1998,0,0.0,Vinhos de Mesa,Importação
Austrália,1999,0,0.0,Vinhos de Mesa,Importação
Austrália,2000,130097,446892.0,Vinhos de Mesa,Importação
Austrália,2001,179310,636740.0,Vinhos de Mesa,Importação
Austrália,2002,148916,446693.0,Vinhos de Mesa,Importação
Austrália,2003,126441,344316.0,Vinhos de Mesa,Importação
Austrália,2004,192539,561291.0,Vinhos de Mesa,Importação
Austrália,2005,324162,901226.0,Vinhos de Mesa,Importação
Austrália,2006,254407,1059677.0,Vinhos de Mesa,Importação
Austrália,2007,363611,1583361.0,Vinhos de Mesa,Importação
Austrália,2008,215135,1248671.0,Vinhos de Mesa,Importação
Austrália,2009,270908,998680.0,Vinhos de Mesa,Importação
Austrália,2010,405271,1864846.0,Vinhos de Mesa,Importação
Austrália,2011,824440,2811273.0,Vinhos de Mesa,Importação
Austrália,2012,615334,2474783.0,Vinhos de Mesa,Importação
Austrália,2013,553190,1703815.0,Vinhos de Mesa,Importação
Austrália,2014,236742,1008851.0,Vinhos de Mesa,Importação
Austrália,2015,395030,1261810.0,Vinhos de Mesa,Importação
Austrália,2016,498515,1537834.0,Vinhos de Mesa,Importação
Austrália,2017,354641,1246545.0,Vinhos de Mesa,Importação
Austrália,2018,3518,21664.0,Vinhos de Mesa,Importação
Austrália,2019,16292,1214643.0,Vinhos de Mesa,Importação
Austrália,2020,212595,792051.0,Vinhos de Mesa,Importação
Austrália,2021,366875,1383093.0,Vinhos de Mesa,Importação
Austrália,2022,579279,1590059.0,Vinhos de Mesa,Importação
Austrália,2023,432829,1568550.0,Vinhos de Mesa,Importação
Áustria,1970,1328,707.0,Vinhos de Mesa,Importação
Áustria,1971,0,0.0,Vinhos de Mesa,Importação
Áustria,1972,353,520.0,Vinhos de Mesa,Importação
Áustria,1973,2310,2081.0,Vinhos de Mesa,Importação
Áustria,1974,5301,7394.0,Vinhos de Mesa,Importação
Áustria,1975,8835,5560.0,Vinhos de Mesa,Importação
Áustria,1976,0,0.0,Vinhos de Mesa,Importação
Áustria,1977,0,0.0,Vinhos de Mesa,Importação
Áustria,1978,600,386.0,Vinhos de Mesa,Importação
Áustria,1979,4250,3756.0,Vinhos de Mesa,Importação
Áustria,1980,2385,5878.0,Vinhos de Mesa,Importação
Áustria,1981,0,0.0,Vinhos de Mesa,Importação
Áustria,1982,0,0.0,Vinhos de Mesa,Importação
Áustria,1983,8400,7581.0,Vinhos de Mesa,Importação
Áustria,1984,0,0.0,Vinhos de Mesa,Importação
Áustria,1985,11830,5016.0,Vinhos de Mesa,Importação
Áustria,1986,1740,3508.0,Vinhos de Mesa,Importação
Áustria,1987,2520,7650.0,Vinhos de Mesa,Importação
Áustria,1988,1800,7045.0,Vinhos de Mesa,Importação
Áustria,1989,0,0.0,Vinhos de Mesa,Importação
Áustria,1990,0,0.0,Vinhos de Mesa,Importação
Áustria,1991,6180,21658.0,Vinhos de Mesa,Importação
Áustria,1992,0,0.0,Vinhos de Mesa,Importação
Áustria,1993,3580,5128.0,Vinhos de Mesa,Importação
Áustria,1994,910,5612.0,Vinhos de Mesa,Importação
Áustria,1995,1080,6205.0,Vinhos de Mesa,Importação
Áustria,1996,0,0.0,Vinhos de Mesa,Importação
Áustria,1997,4404,10594.0,Vinhos de Mesa,Importação
Áustria,1998,8926,59378.0,Vinhos de Mesa,Importação
Áustria,1999,83930,661104.0,Vinhos de Mesa,Importação
Áustria,2000,0,0.0,Vinhos de Mesa,Importação
Áustria,2001,770,0.0,Vinhos de Mesa,Importação
Áustria,2002,0,0.0,Vinhos de Mesa,Importação
Áustria,2003,0,0.0,Vinhos de Mesa,Importação
Áustria,2004,1170,24677.0,Vinhos de Mesa,Importação
Áustria,2005,1688,17321.0,Vinhos de Mesa,Importação
Áustria,2006,1351,8359.0,Vinhos de Mesa,Importação
Áustria,2007,1688,35247.0,Vinhos de Mesa,Importação
Áustria,2008,11388,73348.0,Vinhos de Mesa,Importação
Áustria,2009,1895,12073.0,Vinhos de Mesa,Importação
Áustria,2010,2329,30075.0,Vinhos de Mesa,Importação
Áustria,2011,6357,56227.0,Vinhos de Mesa,Importação
Áustria,2012,8098,85116.0,Vinhos de Mesa,Importação
Áustria,2013,56849,227204.0,Vinhos de Mesa,Importação
Áustria,2014,2770,32116.0,Vinhos de Mesa,Importação
Áustria,2015,360,3891.0,Vinhos de Mesa,Importação
Áustria,2016,1485,7551.0,Vinhos de Mesa,Importação
Áustria,2017,2655,24629.0,Vinhos de Mesa,Importação
Áustria,2018,513995,1567866.0,Vinhos de Mesa,Importação
Áustria,2019,348289,128379.0,Vinhos de Mesa,Importação
Áustria,2020,6540,52348.0,Vinhos de Mesa,Importação
Áustria,2021,13427,141822.0,Vinhos de Mesa,Importação
Áustria,2022,7403,53974.0,Vinhos de Mesa,Importação
Áustria,2023,16832,145475.0,Vinhos de Mesa,Importação
Bermudas,1971,0,0.0,Vinhos de Mesa,Importação
Bermudas,1972,0,0.0,Vinhos de Mesa,Importação
Bermudas,1973,0,0.0,Vinhos de Mesa,Importação
Bermudas,1974,0,0.0,Vinhos de Mesa,Importação
Bermudas,1975,0,0.0,Vinhos de Mesa,Importação
Bermudas,1976,0,0.0,Vinhos de Mesa,Importação
Bermudas,1977,0,0.0,Vinhos de Mesa,Importação
Bermudas,1978,0,0.0,Vinhos de Mesa,Importação
Bermudas,1979,0,0.0,Vinhos de Mesa,Importação
Bermudas,1980,0,0.0,Vinhos de Mesa,Importação
Bermudas,1981,0,0.0,Vinhos de Mesa,Importação
Bermudas,1982,0,0.0,Vinhos de Mesa,Importação
Bermudas,1983,0,0.0,Vinhos de Mesa,Importação
Bermudas,1984,0,0.0,Vinhos de Mesa,Importação
Bermudas,1985,0,0.0,Vinhos de Mesa,Importação
