País,ano,quantidade,valor_usd,produto,tipo
Argélia,2011,0,0,Uvas Frescas,Importação
Argélia,2012,0,0,Uvas Frescas,Importação
Argélia,2013,0,0,Uvas Frescas,Importação
Argélia,2014,0,0,Uvas Frescas,Importação
Argélia,2015,0,0,Uvas Frescas,Importação
Argélia,2016,0,0,Uvas Frescas,Importação
Argélia,2017,0,0,Uvas Frescas,Importação
Argélia,2018,0,0,Uvas Frescas,Importação
Argélia,2019,0,0,Uvas Frescas,Importação
Argélia,2020,21746,34476,Uvas Frescas,Importação
Argélia,2021,0,0,Uvas Frescas,Importação
Argélia,2022,0,0,Uvas Frescas,Importação
Argélia,2023,0,0,Uvas Frescas,Importação
Argentina,1970,2412831,782408,Uvas Frescas,Importação
Argentina,1971,1805310,684328,Uvas Frescas,Importação
Argentina,1972,1965010,779841,Uvas Frescas,Importação
Argentina,1973,396840,253061,Uvas Frescas,Importação
Argentina,1974,1179250,591328,Uvas Frescas,Importação
Argentina,1975,527100,313210,Uvas Frescas,Importação
Argentina,1976,1219700,651150,Uvas Frescas,Importação
Argentina,1977,1974174,1065046,Uvas Frescas,Importação
Argentina,1978,1998590,1256166,Uvas Frescas,Importação
Argentina,1979,490090,419189,Uvas Frescas,Importação
Argentina,1980,276000,253558,Uvas Frescas,Importação
Argentina,1981,241000,270013,Uvas Frescas,Importação
Argentina,1982,1004840,767208,Uvas Frescas,Importação
Argentina,1983,1394060,864456,Uvas Frescas,Importação
Argentina,1984,251900,146965,Uvas Frescas,Importação
Argentina,1985,208150,125910,Uvas Frescas,Importação
Argentina,1986,267240,189890,Uvas Frescas,Importação
Argentina,1987,773500,587095,Uvas Frescas,Importação
Argentina,1988,2861962,2115752,Uvas Frescas,Importação
Argentina,1989,5466862,4014451,Uvas Frescas,Importação
Argentina,1990,6901560,4832246,Uvas Frescas,Importação
Argentina,1991,4050739,3127738,Uvas Frescas,Importação
Argentina,1992,1836310,1550210,Uvas Frescas,Importação
Argentina,1993,972100,900700,Uvas Frescas,Importação
Argentina,1994,1477530,1323381,Uvas Frescas,Importação
Argentina,1995,4102859,3689808,Uvas Frescas,Importação
Argentina,1996,4952178,4456961,Uvas Frescas,Importação
Argentina,1997,3570021,3385638,Uvas Frescas,Importação
Argentina,1998,2400369,2322697,Uvas Frescas,Importação
Argentina,1999,1616655,1432080,Uvas Frescas,Importação
Argentina,2000,740793,755810,Uvas Frescas,Importação
Argentina,2001,1228557,1004140,Uvas Frescas,Importação
Argentina,2002,4140804,2003875,Uvas Frescas,Importação
Argentina,2003,3475542,1771221,Uvas Frescas,Importação
Argentina,2004,3344442,2027559,Uvas Frescas,Importação
Argentina,2005,3357125,2211505,Uvas Frescas,Importação
Argentina,2006,5891839,4708157,Uvas Frescas,Importação
Argentina,2007,8236176,7307566,Uvas Frescas,Importação
Argentina,2008,8941022,10223013,Uvas Frescas,Importação
Argentina,2009,7453027,8062155,Uvas Frescas,Importação
Argentina,2010,11559264,15926306,Uvas Frescas,Importação
Argentina,2011,13438557,19759895,Uvas Frescas,Importação
Argentina,2012,8714800,13595978,Uvas Frescas,Importação
Argentina,2013,5810559,10558621,Uvas Frescas,Importação
Argentina,2014,2758211,4852008,Uvas Frescas,Importação
Argentina,2015,3569873,5636226,Uvas Frescas,Importação
Argentina,2016,3931377,5771032,Uvas Frescas,Importação
Argentina,2017,2097970,3302565,Uvas Frescas,Importação
Argentina,2018,1616855,2499358,Uvas Frescas,Importação
Argentina,2019,3211513,4659791,Uvas Frescas,Importação
Argentina,2020,1798220,2559671,Uvas Frescas,Importação
Argentina,2021,1356735,1696659,Uvas Frescas,Importação
Argentina,2022,771187,1053519,Uvas Frescas,Importação
Argentina,2023,400781,525034,Uvas Frescas,Importação
Brasil,1970,0,0,Uvas Frescas,Importação
Brasil,1971,0,0,Uvas Frescas,Importação
Brasil,1972,0,0,Uvas Frescas,Importação
Brasil,1973,0,0,Uvas Frescas,Importação
Brasil,1974,0,0,Uvas Frescas,Importação
Brasil,1975,0,0,Uvas Frescas,Importação
Brasil,1976,0,0,Uvas Frescas,Importação
Brasil,1977,0,0,Uvas Frescas,Importação
Brasil,1978,0,0,Uvas Frescas,Importação
Brasil,1979,0,0,Uvas Frescas,Importação
Brasil,1980,0,0,Uvas Frescas,Importação
Brasil,1981,0,0,Uvas Frescas,Importação
Brasil,1982,0,0,Uvas Frescas,Importação
Brasil,1983,0,0,Uvas Frescas,Importação
Brasil,1984,0,0,Uvas Frescas,Importação
Brasil,1985,0,0,Uvas Frescas,Importação
Brasil,1986,0,0,Uvas Frescas,Importação
Brasil,1987,0,0,Uvas Frescas,Importação
Brasil,1988,0,0,Uvas Frescas,Importação
Brasil,1989,0,0,Uvas Frescas,Importação
Brasil,1990,0,0,Uvas Frescas,Importação
Brasil,1991,0,0,Uvas Frescas,Importação
Brasil,1992,0,0,Uvas Frescas,Importação
Brasil,1993,0,0,Uvas Frescas,Importação
Brasil,1994,0,0,Uvas Frescas,Importação
Brasil,1995,0,0,Uvas Frescas,Importação
Brasil,1996,0,0,Uvas Frescas,Importação
Brasil,1997,0,0,Uvas Frescas,Importação
Brasil,1998,0,0,Uvas Frescas,Importação
Brasil,1999,0,0,Uvas Frescas,Importação
Brasil,2000,0,0,Uvas Frescas,Importação
Brasil,2001,0,0,Uvas Frescas,Importação
Brasil,2002,0,0,Uvas Frescas,Importação
Brasil,2003,0,0,Uvas Frescas,Importação
Brasil,2004,0,0,Uvas Frescas,Importação
Brasil,2005,0,0,Uvas Frescas,Importação
Brasil,2006,0,0,Uvas Frescas,Importação
Brasil,2007,0,0,Uvas Frescas,Importação
Brasil,2008,0,0,Uvas Frescas,Importação
Brasil,2009,0,0,Uvas Frescas,Importação
Brasil,2010,0,0,Uvas Frescas,Importação
Brasil,2011,0,0,Uvas Frescas,Importação
Brasil,2012,14612,37412,Uvas Frescas,Importação
Brasil,2013,0,0,Uvas Frescas,Importação
Brasil,2014,0,0,Uvas Frescas,Importação
Brasil,2015,0,0,Uvas Frescas,Importação
Brasil,2016,0,0,Uvas Frescas,Importação
Brasil,2017,0,0,Uvas Frescas,Importação
Brasil,2018,0,0,Uvas Frescas,Importação
Brasil,2019,0,0,Uvas Frescas,Importação
Brasil,2020,0,0,Uvas Frescas,Importação
Brasil,2021,0,0,Uvas Frescas,Importação
Brasil,2022,0,0,Uvas Frescas,Importação
Brasil,2023,0,0,Uvas Frescas,Importação
Chile,1970,1557316,409704,Uvas Frescas,Importação
Chile,1971,1485897,381705,Uvas Frescas,Importação
Chile,1972,1680664,578569,Uvas Frescas,Importação
Chile,1973,2472710,958295,Uvas Frescas,Importação
Chile,1974,2154407,958383,Uvas Frescas,Importação
Chile,1975,2276355,1261496,Uvas Frescas,Importação
Chile,1976,3120369,1806900,Uvas Frescas,Importação
Chile,1977,2802160,1635475,Uvas Frescas,Importação
Chile,1978,3320968,2178091,Uvas Frescas,Importação
Chile,1979,3032695,2400561,Uvas Frescas,Importação
Chile,1980,1334991,1237355,Uvas Frescas,Importação
Chile,1981,1423377,1374551,Uvas Frescas,Importação
Chile,1982,1999116,1798239,Uvas Frescas,Importação
Chile,1983,1217488,922064,Uvas Frescas,Importação
Chile,1984,880497,695522,Uvas Frescas,Importação
Chile,1985,598037,424806,Uvas Frescas,Importação
Chile,1986,1757520,1237918,Uvas Frescas,Importação
Chile,1987,1812678,1467787,Uvas Frescas,Importação
Chile,1988,2507118,1776746,Uvas Frescas,Importação
Chile,1989,6876507,5594118,Uvas Frescas,Importação
Chile,1990,7022798,6150550,Uvas Frescas,Importação
Chile,1991,7895955,7033148,Uvas Frescas,Importação
Chile,1992,2757676,2484872,Uvas Frescas,Importação
Chile,1993,3187970,3053050,Uvas Frescas,Importação
Chile,1994,5195415,4483546,Uvas Frescas,Importação
Chile,1995,17084555,13501738,Uvas Frescas,Importação
Chile,1996,51322639,24792241,Uvas Frescas,Importação
Chile,1997,17258803,20073972,Uvas Frescas,Importação
Chile,1998,23168025,25395308,Uvas Frescas,Importação
Chile,1999,6754643,6792509,Uvas Frescas,Importação
Chile,2000,8938298,8058967,Uvas Frescas,Importação
Chile,2001,6098723,4931007,Uvas Frescas,Importação
Chile,2002,6816565,5088679,Uvas Frescas,Importação
Chile,2003,4110431,3287533,Uvas Frescas,Importação
Chile,2004,2704764,1994691,Uvas Frescas,Importação
Chile,2005,4926533,4251604,Uvas Frescas,Importação
Chile,2006,5835551,5940649,Uvas Frescas,Importação
Chile,2007,7122019,7288258,Uvas Frescas,Importação
Chile,2008,3479598,4246892,Uvas Frescas,Importação
Chile,2009,10846054,12828213,Uvas Frescas,Importação
Chile,2010,11806542,17019296,Uvas Frescas,Importação
Chile,2011,18620819,27472449,Uvas Frescas,Importação
Chile,2012,22385291,36393910,Uvas Frescas,Importação
Chile,2013,24392313,43466944,Uvas Frescas,Importação
Chile,2014,25952434,47301298,Uvas Frescas,Importação
Chile,2015,24254096,36956724,Uvas Frescas,Importação
Chile,2016,18424582,30767570,Uvas Frescas,Importação
Chile,2017,18510455,29248621,Uvas Frescas,Importação
Chile,2018,16103415,25237521,Uvas Frescas,Importação
Chile,2019,9082957,13450429,Uvas Frescas,Importação
Chile,2020,4943446,6986630,Uvas Frescas,Importação
Chile,2021,3888723,5404163,Uvas Frescas,Importação
Chile,2022,6536258,9640996,Uvas Frescas,Importação
Chile,2023,6144949,9738753,Uvas Frescas,Importação
Colômbia,1970,0,0,Uvas Frescas,Importação
Colômbia,1971,3312,2168,Uvas Frescas,Importação
Colômbia,1972,0,0,Uvas Frescas,Importação
Colômbia,1973,63645,37098,Uvas Frescas,Importação
Colômbia,1974,131888,85894,Uvas Frescas,Importação
Colômbia,1975,300449,229579,Uvas Frescas,Importação
Colômbia,1976,292849,252441,Uvas Frescas,Importação
Colômbia,1977,476525,383198,Uvas Frescas,Importação
Colômbia,1978,208954,183724,Uvas Frescas,Importação
Colômbia,1979,250150,229134,Uvas Frescas,Importação
Colômbia,1980,65176,83747,Uvas Frescas,Importação
Colômbia,1981,45880,59605,Uvas Frescas,Importação
Colômbia,1982,99070,123176,Uvas Frescas,Importação
Colômbia,1983,53450,59690,Uvas Frescas,Importação
Colômbia,1984,4500,5400,Uvas Frescas,Importação
Colômbia,1985,0,0,Uvas Frescas,Importação
Colômbia,1986,0,0,Uvas Frescas,Importação
Colômbia,1987,0,0,Uvas Frescas,Importação
Colômbia,1988,0,0,Uvas Frescas,Importação
Colômbia,1989,0,0,Uvas Frescas,Importação
Colômbia,1990,110770,104715,Uvas Frescas,Importação
Colômbia,1991,39800,38190,Uvas Frescas,Importação
Colômbia,1992,0,0,Uvas Frescas,Importação
Colômbia,1993,0,0,Uvas Frescas,Importação
Colômbia,1994,0,0,Uvas Frescas,Importação
Colômbia,1995,0,0,Uvas Frescas,Importação
Colômbia,1996,0,0,Uvas Frescas,Importação
Colômbia,1997,0,0,Uvas Frescas,Importação
Colômbia,1998,0,0,Uvas Frescas,Importação
Colômbia,1999,0,0,Uvas Frescas,Importação
Colômbia,2000,0,0,Uvas Frescas,Importação
Colômbia,2001,0,0,Uvas Frescas,Importação
Colômbia,2002,0,0,Uvas Frescas,Importação
Colômbia,2003,0,0,Uvas Frescas,Importação
Colômbia,2004,0,0,Uvas Frescas,Importação
Colômbia,2005,0,0,Uvas Frescas,Importação
Colômbia,2006,0,0,Uvas Frescas,Importação
Colômbia,2007,0,0,Uvas Frescas,Importação
Colômbia,2008,0,0,Uvas Frescas,Importação
Colômbia,2009,0,0,Uvas Frescas,Importação
Colômbia,2010,0,0,Uvas Frescas,Importação
Colômbia,2011,0,0,Uvas Frescas,Importação
Colômbia,2012,0,0,Uvas Frescas,Importação
Colômbia,2013,0,0,Uvas Frescas,Importação
Colômbia,2014,0,0,Uvas Frescas,Importação
Colômbia,2015,0,0,Uvas Frescas,Importação
Colômbia,2016,0,0,Uvas Frescas,Importação
Colômbia,2017,0,0,Uvas Frescas,Importação
Colômbia,2018,0,0,Uvas Frescas,Importação
Colômbia,2019,0,0,Uvas Frescas,Importação
Colômbia,2020,0,0,Uvas Frescas,Importação
Colômbia,2021,0,0,Uvas Frescas,Importação
Colômbia,2022,0,0,Uvas Frescas,Importação
Colômbia,2023,0,0,Uvas Frescas,Importação
Egito,1970,0,0,Uvas Frescas,Importação
Egito,1971,0,0,Uvas Frescas,Importação
Egito,1972,0,0,Uvas Frescas,Importação
Egito,1973,0,0,Uvas Frescas,Importação
Egito,1974,0,0,Uvas Frescas,Importação
Egito,1975,0,0,Uvas Frescas,Importação
Egito,1976,0,0,Uvas Frescas,Importação
Egito,1977,0,0,Uvas Frescas,Importação
Egito,1978,0,0,Uvas Frescas,Importação
Egito,1979,0,0,Uvas Frescas,Importação
Egito,1980,0,0,Uvas Frescas,Importação
Egito,1981,0,0,Uvas Frescas,Importação
Egito,1982,0,0,Uvas Frescas,Importação
Egito,1983,0,0,Uvas Frescas,Importação
Egito,1984,0,0,Uvas Frescas,Importação
Egito,1985,0,0,Uvas Frescas,Importação
Egito,1986,0,0,Uvas Frescas,Importação
Egito,1987,0,0,Uvas Frescas,Importação
Egito,1988,0,0,Uvas Frescas,Importação
Egito,1989,0,0,Uvas Frescas,Importação
Egito,1990,0,0,Uvas Frescas,Importação
Egito,1991,0,0,Uvas Frescas,Importação
Egito,1992,0,0,Uvas Frescas,Importação
Egito,1993,0,0,Uvas Frescas,Importação
Egito,1994,0,0,Uvas Frescas,Importação
Egito,1995,0,0,Uvas Frescas,Importação
Egito,1996,0,0,Uvas Frescas,Importação
Egito,1997,0,0,Uvas Frescas,Importação
Egito,1998,0,0,Uvas Frescas,Importação
Egito,1999,0,0,Uvas Frescas,Importação
Egito,2000,0,0,Uvas Frescas,Importação
Egito,2001,0,0,Uvas Frescas,Importação
Egito,2002,0,0,Uvas Frescas,Importação
Egito,2003,0,0,Uvas Frescas,Importação
Egito,2004,0,0,Uvas Frescas,Importação
Egito,2005,0,0,Uvas Frescas,Importação
Egito,2006,0,0,Uvas Frescas,Importação
Egito,2007,0,0,Uvas Frescas,Importação
Egito,2008,0,0,Uvas Frescas,Importação
Egito,2009,0,0,Uvas Frescas,Importação
Egito,2010,0,0,Uvas Frescas,Importação
Egito,2011,0,0,Uvas Frescas,Importação
Egito,2012,0,0,Uvas Frescas,Importação
Egito,2013,0,0,Uvas Frescas,Importação
Egito,2014,0,0,Uvas Frescas,Importação
Egito,2015,0,0,Uvas Frescas,Importação
Egito,2016,0,0,Uvas Frescas,Importação
Egito,2017,0,0,Uvas Frescas,Importação
Egito,2018,0,0,Uvas Frescas,Importação
Egito,2019,0,0,Uvas Frescas,Importação
Egito,2020,0,0,Uvas Frescas,Importação
Egito,2021,0,0,Uvas Frescas,Importação
Egito,2022,27760,53709,Uvas Frescas,Importação
Egito,2023,0,0,Uvas Frescas,Importação
Espanha,1970,1231522,404105,Uvas Frescas,Importação
Espanha,1971,1371457,433924,Uvas Frescas,Importação
Espanha,1972,617898,209416,Uvas Frescas,Importação
Espanha,1973,447401,199420,Uvas Frescas,Importação
Espanha,1974,440559,210385,Uvas Frescas,Importação
Espanha,1975,116765,55435,Uvas Frescas,Importação
Espanha,1976,0,0,Uvas Frescas,Importação
Espanha,1977,0,0,Uvas Frescas,Importação
Espanha,1978,0,0,Uvas Frescas,Importação
Espanha,1979,70000,40600,Uvas Frescas,Importação
Espanha,1980,0,0,Uvas Frescas,Importação
Espanha,1981,0,0,Uvas Frescas,Importação
Espanha,1982,0,0,Uvas Frescas,Importação
Espanha,1983,0,0,Uvas Frescas,Importação
Espanha,1984,60000,24000,Uvas Frescas,Importação
Espanha,1985,0,0,Uvas Frescas,Importação
Espanha,1986,0,0,Uvas Frescas,Importação
Espanha,1987,0,0,Uvas Frescas,Importação
Espanha,1988,0,0,Uvas Frescas,Importação
Espanha,1989,0,0,Uvas Frescas,Importação
Espanha,1990,0,0,Uvas Frescas,Importação
Espanha,1991,0,0,Uvas Frescas,Importação
Espanha,1992,0,0,Uvas Frescas,Importação
Espanha,1993,0,0,Uvas Frescas,Importação
Espanha,1994,0,0,Uvas Frescas,Importação
Espanha,1995,0,0,Uvas Frescas,Importação
Espanha,1996,0,0,Uvas Frescas,Importação
Espanha,1997,17000,17000,Uvas Frescas,Importação
Espanha,1998,66600,75177,Uvas Frescas,Importação
Espanha,1999,74760,105616,Uvas Frescas,Importação
Espanha,2000,103344,126562,Uvas Frescas,Importação
Espanha,2001,81774,80414,Uvas Frescas,Importação
Espanha,2002,32664,35942,Uvas Frescas,Importação
Espanha,2003,0,0,Uvas Frescas,Importação
Espanha,2004,7682,11128,Uvas Frescas,Importação
Espanha,2005,102471,123893,Uvas Frescas,Importação
Espanha,2006,315141,451525,Uvas Frescas,Importação
Espanha,2007,111689,185310,Uvas Frescas,Importação
Espanha,2008,30350,75904,Uvas Frescas,Importação
Espanha,2009,124345,253794,Uvas Frescas,Importação
Espanha,2010,212463,325707,Uvas Frescas,Importação
Espanha,2011,993310,1894982,Uvas Frescas,Importação
Espanha,2012,393387,679189,Uvas Frescas,Importação
Espanha,2013,246827,505467,Uvas Frescas,Importação
Espanha,2014,401281,716423,Uvas Frescas,Importação
Espanha,2015,145066,257656,Uvas Frescas,Importação
Espanha,2016,431567,628571,Uvas Frescas,Importação
Espanha,2017,243947,403978,Uvas Frescas,Importação
Espanha,2018,83212,164529,Uvas Frescas,Importação
Espanha,2019,51079,109171,Uvas Frescas,Importação
Espanha,2020,0,0,Uvas Frescas,Importação
Espanha,2021,0,0,Uvas Frescas,Importação
Espanha,2022,0,0,Uvas Frescas,Importação
Espanha,2023,0,0,Uvas Frescas,Importação
Estados Unidos,1970,94669,39610,Uvas Frescas,Importação
Estados Unidos,1971,12403,5760,Uvas Frescas,Importação
Estados Unidos,1972,17250,8980,Uvas Frescas,Importação
Estados Unidos,1973,119095,79765,Uvas Frescas,Importação
Estados Unidos,1974,59064,40145,Uvas Frescas,Importação
Estados Unidos,1975,49955,33535,Uvas Frescas,Importação
Estados Unidos,1976,19778,19416,Uvas Frescas,Importação
Estados Unidos,1977,29160,23701,Uvas Frescas,Importação
Estados Unidos,1978,15370,17394,Uvas Frescas,Importação
Estados Unidos,1979,35014,27840,Uvas Frescas,Importação
Estados Unidos,1980,167893,165275,Uvas Frescas,Importação
Estados Unidos,1981,19523,18945,Uvas Frescas,Importação
Estados Unidos,1982,5060,7590,Uvas Frescas,Importação
Estados Unidos,1983,9240,14910,Uvas Frescas,Importação
Estados Unidos,1984,6490,10060,Uvas Frescas,Importação
Estados Unidos,1985,5400,9045,Uvas Frescas,Importação
Estados Unidos,1986,10800,18630,Uvas Frescas,Importação
Estados Unidos,1987,19400,29840,Uvas Frescas,Importação
Estados Unidos,1988,28800,49680,Uvas Frescas,Importação
Estados Unidos,1989,43781,74756,Uvas Frescas,Importação
Estados Unidos,1990,646956,1027570,Uvas Frescas,Importação
Estados Unidos,1991,136642,199080,Uvas Frescas,Importação
Estados Unidos,1992,134098,126758,Uvas Frescas,Importação
Estados Unidos,1993,333284,378605,Uvas Frescas,Importação
Estados Unidos,1994,1570874,1597414,Uvas Frescas,Importação
Estados Unidos,1995,2395752,2559002,Uvas Frescas,Importação
Estados Unidos,1996,2439010,2690109,Uvas Frescas,Importação
Estados Unidos,1997,2159867,2339671,Uvas Frescas,Importação
Estados Unidos,1998,829630,914080,Uvas Frescas,Importação
Estados Unidos,1999,104374,92592,Uvas Frescas,Importação
Estados Unidos,2000,119829,123847,Uvas Frescas,Importação
Estados Unidos,2001,47841,64445,Uvas Frescas,Importação
Estados Unidos,2002,13416,24833,Uvas Frescas,Importação
Estados Unidos,2003,26458,24403,Uvas Frescas,Importação
Estados Unidos,2004,14655,17500,Uvas Frescas,Importação
Estados Unidos,2005,1224,4134,Uvas Frescas,Importação
Estados Unidos,2006,43696,114408,Uvas Frescas,Importação
Estados Unidos,2007,79849,180303,Uvas Frescas,Importação
Estados Unidos,2008,91055,247523,Uvas Frescas,Importação
Estados Unidos,2009,120861,283233,Uvas Frescas,Importação
Estados Unidos,2010,89492,241211,Uvas Frescas,Importação
Estados Unidos,2011,3265,16288,Uvas Frescas,Importação
Estados Unidos,2012,32458,85451,Uvas Frescas,Importação
Estados Unidos,2013,80518,205104,Uvas Frescas,Importação
Estados Unidos,2014,50811,166753,Uvas Frescas,Importação
Estados Unidos,2015,16504,65265,Uvas Frescas,Importação
Estados Unidos,2016,3522,21093,Uvas Frescas,Importação
Estados Unidos,2017,2164,17056,Uvas Frescas,Importação
Estados Unidos,2018,15100,40981,Uvas Frescas,Importação
Estados Unidos,2019,1343,10481,Uvas Frescas,Importação
Estados Unidos,2020,0,0,Uvas Frescas,Importação
Estados Unidos,2021,0,0,Uvas Frescas,Importação
Estados Unidos,2022,0,0,Uvas Frescas,Importação
Estados Unidos,2023,0,0,Uvas Frescas,Importação
Grécia,1970,126248,25488,Uvas Frescas,Importação
Grécia,1971,74700,14940,Uvas Frescas,Importação
Grécia,1972,58500,13009,Uvas Frescas,Importação
Grécia,1973,90000,35000,Uvas Frescas,Importação
Grécia,1974,0,0,Uvas Frescas,Importação
Grécia,1975,0,0,Uvas Frescas,Importação
Grécia,1976,0,0,Uvas Frescas,Importação
Grécia,1977,0,0,Uvas Frescas,Importação
Grécia,1978,0,0,Uvas Frescas,Importação
Grécia,1979,0,0,Uvas Frescas,Importação
Grécia,1980,0,0,Uvas Frescas,Importação
Grécia,1981,90000,32000,Uvas Frescas,Importação
Grécia,1982,0,0,Uvas Frescas,Importação
Grécia,1983,0,0,Uvas Frescas,Importação
Grécia,1984,0,0,Uvas Frescas,Importação
Grécia,1985,0,0,Uvas Frescas,Importação
Grécia,1986,0,0,Uvas Frescas,Importação
Grécia,1987,0,0,Uvas Frescas,Importação
Grécia,1988,0,0,Uvas Frescas,Importação
Grécia,1989,0,0,Uvas Frescas,Importação
Grécia,1990,0,0,Uvas Frescas,Importação
Grécia,1991,0,0,Uvas Frescas,Importação
Grécia,1992,0,0,Uvas Frescas,Importação
Grécia,1993,0,0,Uvas Frescas,Importação
Grécia,1994,0,0,Uvas Frescas,Importação
Grécia,1995,0,0,Uvas Frescas,Importação
Grécia,1996,0,0,Uvas Frescas,Importação
Grécia,1997,0,0,Uvas Frescas,Importação
Grécia,1998,0,0,Uvas Frescas,Importação
Grécia,1999,0,0,Uvas Frescas,Importação
Grécia,2000,0,0,Uvas Frescas,Importação
Grécia,2001,0,0,Uvas Frescas,Importação
Grécia,2002,0,0,Uvas Frescas,Importação
Grécia,2003,0,0,Uvas Frescas,Importação
Grécia,2004,0,0,Uvas Frescas,Importação
Grécia,2005,0,0,Uvas Frescas,Importação
Grécia,2006,0,0,Uvas Frescas,Importação
Grécia,2007,0,0,Uvas Frescas,Importação
Grécia,2008,0,0,Uvas Frescas,Importação
Grécia,2009,0,0,Uvas Frescas,Importação
Grécia,2010,0,0,Uvas Frescas,Importação
Grécia,2011,0,0,Uvas Frescas,Importação
Grécia,2012,0,0,Uvas Frescas,Importação
Grécia,2013,0,0,Uvas Frescas,Importação
Grécia,2014,0,0,Uvas Frescas,Importação
Grécia,2015,0,0,Uvas Frescas,Importação
Grécia,2016,0,0,Uvas Frescas,Importação
Grécia,2017,0,0,Uvas Frescas,Importação
Grécia,2018,0,0,Uvas Frescas,Importação
Grécia,2019,0,0,Uvas Frescas,Importação
Grécia,2020,0,0,Uvas Frescas,Importação
Grécia,2021,0,0,Uvas Frescas,Importação
Grécia,2022,0,0,Uvas Frescas,Importação
Grécia,2023,0,0,Uvas Frescas,Importação
Itália,1970,0,0,Uvas Frescas,Importação
Itália,1971,9960,1195,Uvas Frescas,Importação
Itália,1972,0,0,Uvas Frescas,Importação
Itália,1973,0,0,Uvas Frescas,Importação
Itália,1974,0,0,Uvas Frescas,Importação
Itália,1975,0,0,Uvas Frescas,Importação
Itália,1976,0,0,Uvas Frescas,Importação
Itália,1977,0,0,Uvas Frescas,Importação
Itália,1978,0,0,Uvas Frescas,Importação
Itália,1979,0,0,Uvas Frescas,Importação
Itália,1980,0,0,Uvas Frescas,Importação
Itália,1981,0,0,Uvas Frescas,Importação
Itália,1982,0,0,Uvas Frescas,Importação
Itália,1983,0,0,Uvas Frescas,Importação
Itália,1984,0,0,Uvas Frescas,Importação
Itália,1985,0,0,Uvas Frescas,Importação
Itália,1986,0,0,Uvas Frescas,Importação
Itália,1987,0,0,Uvas Frescas,Importação
Itália,1988,0,0,Uvas Frescas,Importação
Itália,1989,0,0,Uvas Frescas,Importação
Itália,1990,0,0,Uvas Frescas,Importação
Itália,1991,0,0,Uvas Frescas,Importação
Itália,1992,0,0,Uvas Frescas,Importação
Itália,1993,0,0,Uvas Frescas,Importação
Itália,1994,0,0,Uvas Frescas,Importação
Itália,1995,0,0,Uvas Frescas,Importação
Itália,1996,0,0,Uvas Frescas,Importação
Itália,1997,0,0,Uvas Frescas,Importação
Itália,1998,0,0,Uvas Frescas,Importação
Itália,1999,0,0,Uvas Frescas,Importação
Itália,2000,0,0,Uvas Frescas,Importação
Itália,2001,0,0,Uvas Frescas,Importação
Itália,2002,0,0,Uvas Frescas,Importação
Itália,2003,0,0,Uvas Frescas,Importação
Itália,2004,0,0,Uvas Frescas,Importação
Itália,2005,0,0,Uvas Frescas,Importação
Itália,2006,15750,27733,Uvas Frescas,Importação
Itália,2007,0,0,Uvas Frescas,Importação
Itália,2008,0,0,Uvas Frescas,Importação
Itália,2009,14439,40411,Uvas Frescas,Importação
Itália,2010,190141,438972,Uvas Frescas,Importação
Itália,2011,552911,1045123,Uvas Frescas,Importação
Itália,2012,1154322,2161324,Uvas Frescas,Importação
Itália,2013,1073920,2303222,Uvas Frescas,Importação
