País,ano,quantidade,valor_usd
Índia,2015,57000,60717
Índia,2016,162000,346815
Índia,2017,397130,476398
Índia,2018,736700,1007031
Índia,2019,481000,677056
Índia,2020,883000,813317
Índia,2021,577250,504532
Índia,2022,2767840,2568914
Índia,2023,1293900,1379545
Irã,1970,0,0
Irã,1971,0,0
Irã,1972,0,0
Irã,1973,0,0
Irã,1974,0,0
Irã,1975,5,0
Irã,1976,0,0
Irã,1977,0,0
Irã,1978,0,0
Irã,1979,0,0
Irã,1980,0,0
Irã,1981,0,0
Irã,1982,0,0
Irã,1983,0,0
Irã,1984,0,0
Irã,1985,0,0
Irã,1986,0,0
Irã,1987,0,0
Irã,1988,0,0
Irã,1989,0,0
Irã,1990,0,0
Irã,1991,18500,17740
Irã,1992,17800,24319
Irã,1993,586390,642149
Irã,1994,1013544,872062
Irã,1995,369269,394150
Irã,1996,34000,44200
Irã,1997,226480,224265
Irã,1998,16500,23475
Irã,1999,1128400,1329891
Irã,2000,700130,773013
Irã,2001,1353836,780010
Irã,2002,528875,368147
Irã,2003,592175,558656
Irã,2004,929370,1001650
Irã,2005,893890,894899
Irã,2006,1337820,1726898
Irã,2007,1040345,1679789
Irã,2008,1089540,1925865
Irã,2009,112460,191560
Irã,2010,4112310,6968914
Irã,2011,533570,1250450
Irã,2012,306700,995038
Irã,2013,1415828,2617493
Irã,2014,942500,1700379
Irã,2015,184500,418722
Irã,2016,493000,1113453
Irã,2017,1194500,1975882
Irã,2018,340000,817941
Irã,2019,646000,1369316
Irã,2020,435600,927189
Irã,2021,514700,843794
Irã,2022,403000,948438
Irã,2023,786500,1832934
Itália,1970,33600,11396
Itália,1971,27860,7104
Itália,1972,70000,20790
Itália,1973,59136,25428
Itália,1974,69650,41790
Itália,1975,150000,80854
Itália,1976,0,0
Itália,1977,0,0
Itália,1978,0,0
Itália,1979,0,0
Itália,1980,0,0
Itália,1981,0,0
Itália,1982,0,0
Itália,1983,0,0
Itália,1984,0,0
Itália,1985,0,0
Itália,1986,0,0
Itália,1987,0,0
Itália,1988,0,0
Itália,1989,0,0
Itália,1990,0,0
Itália,1991,0,0
Itália,1992,0,0
Itália,1993,0,0
Itália,1994,0,0
Itália,1995,0,0
Itália,1996,0,0
Itália,1997,40320,43142
Itália,1998,0,0
Itália,1999,0,0
Itália,2000,0,0
Itália,2001,0,0
Itália,2002,0,0
Itália,2003,0,0
Itália,2004,0,0
Itália,2005,0,0
Itália,2006,0,0
Itália,2007,2075,6600
Itália,2008,1250,5491
Itália,2009,0,0
Itália,2010,0,0
Itália,2011,10,39
Itália,2012,0,0
Itália,2013,0,0
Itália,2014,0,0
Itália,2015,0,0
Itália,2016,0,0
Itália,2017,0,0
Itália,2018,0,0
Itália,2019,0,0
Itália,2020,0,0
Itália,2021,0,0
Itália,2022,0,0
Itália,2023,0,0
Japão,1970,0,0
Japão,1971,7221,4458
Japão,1972,0,0
Japão,1973,0,0
Japão,1974,0,0
Japão,1975,0,0
Japão,1976,0,0
Japão,1977,0,0
Japão,1978,0,0
Japão,1979,0,0
Japão,1980,0,0
Japão,1981,0,0
Japão,1982,0,0
Japão,1983,0,0
Japão,1984,0,0
Japão,1985,0,0
Japão,1986,0,0
Japão,1987,0,0
Japão,1988,0,0
Japão,1989,0,0
Japão,1990,0,0
Japão,1991,0,0
Japão,1992,0,0
Japão,1993,0,0
Japão,1994,0,0
Japão,1995,0,0
Japão,1996,0,0
Japão,1997,0,0
Japão,1998,0,0
Japão,1999,0,0
Japão,2000,0,0
Japão,2001,0,0
Japão,2002,0,0
Japão,2003,0,0
Japão,2004,0,0
Japão,2005,0,0
Japão,2006,0,0
Japão,2007,0,0
Japão,2008,0,0
Japão,2009,0,0
Japão,2010,0,0
Japão,2011,0,0
Japão,2012,0,0
Japão,2013,0,0
Japão,2014,0,0
Japão,2015,0,0
Japão,2016,0,0
Japão,2017,0,0
Japão,2018,0,0
Japão,2019,0,0
Japão,2020,0,0
Japão,2021,0,0
Japão,2022,0,0
Japão,2023,0,0
México,1970,170172,100310
México,1971,209257,129483
México,1972,150827,120736
México,1973,28906,24653
México,1974,40000,60896
México,1975,234900,293712
México,1976,172500,203960
México,1977,686190,990436
México,1978,778330,1154578
México,1979,1126710,2530026
México,1980,1336070,2674311
México,1981,1228260,2382306
México,1982,1214593,2115847
México,1983,1485417,1944974
México,1984,520390,578989
México,1985,1194306,1202597
México,1986,1164262,1113425
México,1987,1180260,1246750
México,1988,194910,223533
México,1989,585700,807367
México,1990,420100,623068
México,1991,353640,533265
México,1992,251100,371880
México,1993,637474,894588
México,1994,351600,529428
México,1995,749518,938320
México,1996,269500,311525
México,1997,183000,308985
México,1998,156160,219099
México,1999,96000,137957
México,2000,17500,32538
México,2001,0,0
México,2002,0,0
México,2003,0,0
México,2004,0,0
México,2005,0,0
México,2006,0,0
México,2007,0,0
México,2008,0,0
México,2009,0,0
México,2010,0,0
México,2011,0,0
México,2012,0,0
México,2013,0,0
México,2014,0,0
México,2015,0,0
México,2016,0,0
México,2017,0,0
México,2018,0,0
México,2019,0,0
México,2020,0,0
México,2021,0,0
México,2022,0,0
México,2023,0,0
Países Baixos,1970,104,91
Países Baixos,1971,0,0
Países Baixos,1972,0,0
Países Baixos,1973,0,0
Países Baixos,1974,0,0
Países Baixos,1975,0,0
Países Baixos,1976,12000,1038
Países Baixos,1977,0,0
Países Baixos,1978,0,0
Países Baixos,1979,0,0
Países Baixos,1980,0,0
Países Baixos,1981,0,0
Países Baixos,1982,0,0
Países Baixos,1983,0,0
Países Baixos,1984,0,0
Países Baixos,1985,0,0
Países Baixos,1986,0,0
Países Baixos,1987,0,0
Países Baixos,1988,0,0
Países Baixos,1989,0,0
Países Baixos,1990,0,0
Países Baixos,1991,0,0
Países Baixos,1992,0,0
Países Baixos,1993,0,0
Países Baixos,1994,0,0
Países Baixos,1995,0,0
Países Baixos,1996,0,0
Países Baixos,1997,0,0
Países Baixos,1998,0,0
Países Baixos,1999,0,0
Países Baixos,2000,0,0
Países Baixos,2001,0,0
Países Baixos,2002,0,0
Países Baixos,2003,0,0
Países Baixos,2004,0,0
Países Baixos,2005,0,0
Países Baixos,2006,0,0
Países Baixos,2007,0,0
Países Baixos,2008,0,0
Países Baixos,2009,0,0
Países Baixos,2010,0,0
Países Baixos,2011,0,0
Países Baixos,2012,0,0
Países Baixos,2013,0,0
Países Baixos,2014,0,0
Países Baixos,2015,0,0
Países Baixos,2016,0,0
Países Baixos,2017,0,0
Países Baixos,2018,0,0
Países Baixos,2019,0,0
Países Baixos,2020,0,0
Países Baixos,2021,0,0
Países Baixos,2022,0,0
Países Baixos,2023,0,0
Paraguai,1970,0,0
Paraguai,1971,0,0
Paraguai,1972,0,0
Paraguai,1973,0,0
Paraguai,1974,0,0
Paraguai,1975,20000,12000
Paraguai,1976,0,0
Paraguai,1977,0,0
Paraguai,1978,0,0
Paraguai,1979,0,0
Paraguai,1980,0,0
Paraguai,1981,0,0
Paraguai,1982,0,0
Paraguai,1983,0,0
Paraguai,1984,0,0
Paraguai,1985,0,0
Paraguai,1986,0,0
Paraguai,1987,0,0
Paraguai,1988,0,0
Paraguai,1989,0,0
Paraguai,1990,0,0
Paraguai,1991,0,0
Paraguai,1992,0,0
Paraguai,1993,0,0
Paraguai,1994,22000,27500
Paraguai,1995,0,0
Paraguai,1996,0,0
Paraguai,1997,0,0
Paraguai,1998,0,0
Paraguai,1999,0,0
Paraguai,2000,0,0
Paraguai,2001,0,0
Paraguai,2002,0,0
Paraguai,2003,0,0
Paraguai,2004,0,0
Paraguai,2005,0,0
Paraguai,2006,0,0
Paraguai,2007,0,0
Paraguai,2008,0,0
Paraguai,2009,0,0
Paraguai,2010,0,0
Paraguai,2011,0,0
Paraguai,2012,0,0
Paraguai,2013,0,0
Paraguai,2014,0,0
Paraguai,2015,0,0
Paraguai,2016,0,0
Paraguai,2017,0,0
Paraguai,2018,0,0
Paraguai,2019,0,0
Paraguai,2020,0,0
Paraguai,2021,0,0
Paraguai,2022,0,0
Paraguai,2023,0,0
Peru,1970,0,0
Peru,1971,0,0
Peru,1972,0,0
Peru,1973,0,0
Peru,1974,0,0
Peru,1975,0,0
Peru,1976,0,0
Peru,1977,0,0
Peru,1978,0,0
Peru,1979,0,0
Peru,1980,0,0
Peru,1981,0,0
Peru,1982,0,0
Peru,1983,0,0
Peru,1984,0,0
Peru,1985,0,0
Peru,1986,0,0
Peru,1987,0,0
Peru,1988,0,0
Peru,1989,0,0
Peru,1990,0,0
Peru,1991,0,0
Peru,1992,0,0
Peru,1993,0,0
Peru,1994,0,0
Peru,1995,0,0
Peru,1996,0,0
Peru,1997,0,0
Peru,1998,0,0
Peru,1999,0,0
Peru,2000,0,0
Peru,2001,0,0
Peru,2002,0,0
Peru,2003,0,0
Peru,2004,0,0
Peru,2005,0,0
Peru,2006,0,0
Peru,2007,0,0
Peru,2008,0,0
Peru,2009,0,0
Peru,2010,0,0
Peru,2011,0,0
Peru,2012,0,0
Peru,2013,0,0
Peru,2014,0,0
Peru,2015,0,0
Peru,2016,0,0
Peru,2017,10,10
Peru,2018,0,0
Peru,2019,0,0
Peru,2020,0,0
Peru,2021,0,0
Peru,2022,0,0
Peru,2023,25000,40630
Portugal,1970,0,0
Portugal,1971,0,0
Portugal,1972,0,0
Portugal,1973,0,0
Portugal,1974,0,0
Portugal,1975,0,0
Portugal,1976,0,0
Portugal,1977,0,0
Portugal,1978,0,0
Portugal,1979,0,0
Portugal,1980,0,0
Portugal,1981,0,0
Portugal,1982,0,0
Portugal,1983,0,0
Portugal,1984,0,0
Portugal,1985,0,0
Portugal,1986,0,0
Portugal,1987,0,0
Portugal,1988,0,0
Portugal,1989,0,0
Portugal,1990,0,0
Portugal,1991,0,0
Portugal,1992,0,0
Portugal,1993,0,0
Portugal,1994,0,0
Portugal,1995,0,0
Portugal,1996,0,0
Portugal,1997,0,0
Portugal,1998,0,0
Portugal,1999,0,0
Portugal,2000,0,0
Portugal,2001,0,0
Portugal,2002,0,0
Portugal,2003,0,0
Portugal,2004,0,0
Portugal,2005,0,0
Portugal,2006,0,0
Portugal,2007,0,0
Portugal,2008,0,0
Portugal,2009,0,0
Portugal,2010,0,0
Portugal,2011,13,59
Portugal,2012,0,0
Portugal,2013,0,0
Portugal,2014,0,0
Portugal,2015,250,445
Portugal,2016,0,0
Portugal,2017,0,0
Portugal,2018,0,0
Portugal,2019,0,2
Portugal,2020,0,0
Portugal,2021,0,0
Portugal,2022,0,0
Portugal,2023,0,0
Reino Unido,1970,39,29
Reino Unido,1971,211,174
Reino Unido,1972,276,249
Reino Unido,1973,0,0
Reino Unido,1974,0,0
Reino Unido,1975,0,0
Reino Unido,1976,0,0
Reino Unido,1977,0,0
Reino Unido,1978,0,0
Reino Unido,1979,0,0
Reino Unido,1980,0,0
Reino Unido,1981,0,0
Reino Unido,1982,0,0
Reino Unido,1983,0,0
Reino Unido,1984,0,0
Reino Unido,1985,0,0
Reino Unido,1986,0,0
Reino Unido,1987,0,0
Reino Unido,1988,0,0
Reino Unido,1989,0,0
Reino Unido,1990,0,0
Reino Unido,1991,0,0
Reino Unido,1992,0,0
Reino Unido,1993,0,0
Reino Unido,1994,0,0
Reino Unido,1995,0,0
Reino Unido,1996,0,0
Reino Unido,1997,0,0
Reino Unido,1998,0,0
Reino Unido,1999,0,0
Reino Unido,2000,0,0
Reino Unido,2001,0,0
Reino Unido,2002,0,0
Reino Unido,2003,0,0
Reino Unido,2004,0,0
Reino Unido,2005,0,0
Reino Unido,2006,0,0
Reino Unido,2007,0,0
Reino Unido,2008,0,0
Reino Unido,2009,0,0
Reino Unido,2010,0,0
Reino Unido,2011,0,0
Reino Unido,2012,0,0
Reino Unido,2013,0,0
Reino Unido,2014,10,170
Reino Unido,2015,25,426
Reino Unido,2016,21,402
Reino Unido,2017,66,1494
Reino Unido,2018,20,461
Reino Unido,2019,11,209
Reino Unido,2020,0,0
Reino Unido,2021,0,0
Reino Unido,2022,0,0
Reino Unido,2023,0,0
Suécia,1970,12000,3866
Suécia,1971,0,0
Suécia,1972,0,0
Suécia,1973,0,0
Suécia,1974,0,0
Suécia,1975,0,0
Suécia,1976,0,0
Suécia,1977,0,0
Suécia,1978,0,0
Suécia,1979,0,0
Suécia,1980,0,0
Suécia,1981,0,0
Suécia,1982,0,0
Suécia,1983,0,0
Suécia,1984,0,0
Suécia,1985,0,0
Suécia,1986,0,0
Suécia,1987,0,0
Suécia,1988,0,0
Suécia,1989,0,0
Suécia,1990,0,0
Suécia,1991,0,0
Suécia,1992,0,0
Suécia,1993,0,0
Suécia,1994,0,0
Suécia,1995,0,0
Suécia,1996,0,0
Suécia,1997,0,0
Suécia,1998,0,0
Suécia,1999,0,0
Suécia,2000,0,0
Suécia,2001,0,0
Suécia,2002,0,0
Suécia,2003,0,0
Suécia,2004,0,0
Suécia,2005,0,0
Suécia,2006,0,0
Suécia,2007,0,0
Suécia,2008,0,0
Suécia,2009,0,0
Suécia,2010,0,0
Suécia,2011,0,0
Suécia,2012,0,0
Suécia,2013,0,0
Suécia,2014,0,0
Suécia,2015,0,0
Suécia,2016,0,0
Suécia,2017,0,0
Suécia,2018,0,0
Suécia,2019,0,0
Suécia,2020,0,0
Suécia,2021,0,0
Suécia,2022,0,0
Suécia,2023,0,0
Turquia,1970,124832,41962
Turquia,1971,306025,88018
Turquia,1972,556402,169087
Turquia,1973,324242,276922
Turquia,1974,116338,118050
Turquia,1975,7000,4571
Turquia,1976,0,0
Turquia,1977,0,0
Turquia,1978,0,0
Turquia,1979,0,0
Turquia,1980,7000,11885
Turquia,1981,0,0
Turquia,1982,58996,74610
Turquia,1983,0,0
Turquia,1984,85288,65951
Turquia,1985,60120,48212
Turquia,1986,1102260,859244
Turquia,1987,189140,151522
Turquia,1988,1000,1225
Turquia,1989,55300,57715
Turquia,1990,4900,6860
Turquia,1991,36800,40816
Turquia,1992,435600,412348
Turquia,1993,593460,591601
Turquia,1994,975130,842411
Turquia,1995,158550,170454
Turquia,1996,615150,649499
Turquia,1997,4342570,4854419
Turquia,1998,5336758,5591214
Turquia,1999,6792500,6548193
Turquia,2000,5268800,4496527
Turquia,2001,8413300,4646072
Turquia,2002,987370,642681
Turquia,2003,913290,669604
Turquia,2004,1666888,1531208
Turquia,2005,2914500,2704370
Turquia,2006,2300140,2550285
Turquia,2007,792250,911049
Turquia,2008,124100,188996
Turquia,2009,126600,169075
Turquia,2010,2428575,4111212
Turquia,2011,987310,1735466
Turquia,2012,709785,1161161
Turquia,2013,0,0
Turquia,2014,1981070,3507617
Turquia,2015,1006000,1666760
Turquia,2016,2386092,3162573
Turquia,2017,2834805,4001169
Turquia,2018,262616,494370
Turquia,2019,427590,865709
Turquia,2020,607780,1210554
Turquia,2021,186000,311165
Turquia,2022,1477000,2602207
Turquia,2023,2621500,4152236
Uruguai,1970,0,0
Uruguai,1971,0,0
Uruguai,1972,0,0
Uruguai,1973,0,0
Uruguai,1974,0,0
Uruguai,1975,0,0
Uruguai,1976,0,0
Uruguai,1977,0,0
Uruguai,1978,0,0
Uruguai,1979,0,0
Uruguai,1980,0,0
Uruguai,1981,0,0
Uruguai,1982,0,0
Uruguai,1983,0,0
Uruguai,1984,0,0
Uruguai,1985,0,0
Uruguai,1986,0,0
Uruguai,1987,0,0
Uruguai,1988,0,0
Uruguai,1989,0,0
Uruguai,1990,0,0
Uruguai,1991,0,0
Uruguai,1992,0,0
Uruguai,1993,0,0
Uruguai,1994,0,0
Uruguai,1995,0,0
Uruguai,1996,0,0
Uruguai,1997,0,0
Uruguai,1998,0,0
Uruguai,1999,0,0
Uruguai,2000,0,0
Uruguai,2001,0,0
Uruguai,2002,75000,47250
Uruguai,2003,16800,17400
Uruguai,2004,0,0
Uruguai,2005,0,0
Uruguai,2006,0,0
Uruguai,2007,0,0
Uruguai,2008,0,0
Uruguai,2009,0,0
Uruguai,2010,0,0
Uruguai,2011,0,0
Uruguai,2012,0,0
Uruguai,2013,0,0
Uruguai,2014,0,0
Uruguai,2015,0,0
Uruguai,2016,0,0
Uruguai,2017,0,0
Uruguai,2018,0,0
Uruguai,2019,0,0
Uruguai,2020,25000,35866
Uruguai,2021,0,0
Uruguai,2022,0,0
Uruguai,2023,0,0
Uzbequistão,1970,0,0
Uzbequistão,1971,0,0
Uzbequistão,1972,0,0
Uzbequistão,1973,0,0
Uzbequistão,1974,0,0
Uzbequistão,1975,0,0
Uzbequistão,1976,0,0
Uzbequistão,1977,0,0
Uzbequistão,1978,0,0
Uzbequistão,1979,0,0
Uzbequistão,1980,0,0
Uzbequistão,1981,0,0
Uzbequistão,1982,0,0
Uzbequistão,1983,0,0
Uzbequistão,1984,0,0
Uzbequistão,1985,0,0
Uzbequistão,1986,0,0
Uzbequistão,1987,0,0
Uzbequistão,1988,0,0
Uzbequistão,1989,0,0
Uzbequistão,1990,0,0
Uzbequistão,1991,0,0
Uzbequistão,1992,0,0
Uzbequistão,1993,0,0
Uzbequistão,1994,0,0
Uzbequistão,1995,0,0
Uzbequistão,1996,0,0
Uzbequistão,1997,0,0
Uzbequistão,1998,0,0
Uzbequistão,1999,0,0
Uzbequistão,2000,0,0
Uzbequistão,2001,0,0
Uzbequistão,2002,0,0
Uzbequistão,2003,0,0
Uzbequistão,2004,0,0
Uzbequistão,2005,26000,18570
Uzbequistão,2006,40000,32135
Uzbequistão,2007,0,0
Uzbequistão,2008,0,0
Uzbequistão,2009,0,0
Uzbequistão,2010,0,0
Uzbequistão,2011,40000,63483
Uzbequistão,2012,71900,127883
Uzbequistão,2013,0,0
Uzbequistão,2014,0,0
Uzbequistão,2015,0,0
Uzbequistão,2016,0,0
Uzbequistão,2017,0,0
Uzbequistão,2018,0,0
Uzbequistão,2019,399630,624285
Uzbequistão,2020,397030,450389
Uzbequistão,2021,0,0
Uzbequistão,2022,132000,165492
Uzbequistão,2023,2045600,2433719
Venezuela,1970,0,0
Venezuela,1971,0,0
Venezuela,1972,0,0
Venezuela,1973,256,686
Venezuela,1974,561,1236
Venezuela,1975,2240,6252
Venezuela,1976,270,817
Venezuela,1977,0,0
Venezuela,1978,0,0
Venezuela,1979,0,0
Venezuela,1980,0,0
Venezuela,1981,0,0
Venezuela,1982,0,0
Venezuela,1983,0,0
Venezuela,1984,0,0
Venezuela,1985,0,0
Venezuela,1986,0,0
Venezuela,1987,0,0
Venezuela,1988,0,0
Venezuela,1989,0,0
Venezuela,1990,0,0
Venezuela,1991,0,0
Venezuela,1992,0,0
Venezuela,1993,1000,200
Venezuela,1994,130,110
Venezuela,1995,3015,1473
Venezuela,1996,1210,437
Venezuela,1997,750,283
Venezuela,1998,40,14
Venezuela,1999,0,0
Venezuela,2000,0,0
Venezuela,2001,0,0
Venezuela,2002,0,0
Venezuela,2003,0,0
Venezuela,2004,0,0
Venezuela,2005,0,0
Venezuela,2006,0,0
Venezuela,2007,0,0
Venezuela,2008,0,0
Venezuela,2009,0,0
Venezuela,2010,0,0
Venezuela,2011,0,0
Venezuela,2012,0,0
Venezuela,2013,0,0
Venezuela,2014,0,0
Venezuela,2015,0,0
Venezuela,2016,0,0
Venezuela,2017,0,0
Venezuela,2018,0,0
Venezuela,2019,0,0
Venezuela,2020,0,0
Venezuela,2021,0,0
Venezuela,2022,0,0
Venezuela,2023,0,0
Não consta na tabela,1970,0,0
Não consta na tabela,1971,0,0
Não consta na tabela,1972,0,0
Não consta na tabela,1973,0,0
Não consta na tabela,1974,0,0
Não consta na tabela,1975,0,0
Não consta na tabela,1976,0,0
Não consta na tabela,1977,0,0
Não consta na tabela,1978,0,0
Não consta na tabela,1979,0,0
Não consta na tabela,1980,0,0
Não consta na tabela,1981,0,0
Não consta na tabela,1982,0,0
Não consta na tabela,1983,0,0
Não consta na tabela,1984,0,0
Não consta na tabela,1985,0,0
Não consta na tabela,1986,0,0
Não consta na tabela,1987,0,0
Não consta na tabela,1988,0,0
Não consta na tabela,1989,0,0
Não consta na tabela,1990,0,0
Não consta na tabela,1991,0,0
Não consta na tabela,1992,0,0
Não consta na tabela,1993,0,0
Não consta na tabela,1994,0,0
Não consta na tabela,1995,0,0
Não consta na tabela,1996,2,9
Não consta na tabela,1997,0,0
Não consta na tabela,1998,0,0
Não consta na tabela,1999,0,0
Não consta na tabela,2000,0,0
Não consta na tabela,2001,0,0
Não consta na tabela,2002,0,0
Não consta na tabela,2003,0,0
Não consta na tabela,2004,0,0
Não consta na tabela,2005,0,0
Não consta na tabela,2006,0,0
Não consta na tabela,2007,0,0
Não consta na tabela,2008,0,0
Não consta na tabela,2009,0,0
Não consta na tabela,2010,0,0
Não consta na tabela,2011,0,0
Não consta na tabela,2012,0,0
Não consta na tabela,2013,0,0
Não consta na tabela,2014,0,0
Não consta na tabela,2015,0,0
Não consta na tabela,2016,0,0
Não consta na tabela,2017,0,0
Não consta na tabela,2018,0,0
Não consta na tabela,2019,0,0
Não consta na tabela,2020,0,0
Não consta na tabela,2021,0,0
Não consta na tabela,2022,0,0
Não consta na tabela,2023,0,0
Outros,1970,0,0
Outros,1971,0,0
Outros,1972,0,0
Outros,1973,0,0
Outros,1974,0,0
Outros,1975,0,0
Outros,1976,0,0
Outros,1977,0,0
Outros,1978,0,0
Outros,1979,0,0
Outros,1980,0,0
Outros,1981,0,0
Outros,1982,0,0
Outros,1983,0,0
Outros,1984,0,0
Outros,1985,0,0
Outros,1986,0,0
Outros,1987,0,0
Outros,1988,0,0
Outros,1989,0,0
Outros,1990,0,0
Outros,1991,0,0
Outros,1992,0,0
Outros,1993,51,50
Outros,1994,102,150
Outros,1995,40054,24077
Outros,1996,75,459
Outros,1997,5475,10518
Outros,1998,0,0
Outros,1999,35150,46985
Outros,2000,38375,45483
Outros,2001,3967,4363
Outros,2002,0,0
Outros,2003,0,0
Outros,2004,0,0
Outros,2005,0,0
Outros,2006,0,0
Outros,2007,0,0
Outros,2008,0,0
Outros,2009,0,0
Outros,2010,0,0
Outros,2011,0,0
Outros,2012,0,0
Outros,2013,0,0
Outros,2014,0,0
Outros,2015,0,0
Outros,2016,0,0
Outros,2017,0,0
Outros,2018,0,0
Outros,2019,0,0
Outros,2020,0,0
Outros,2021,0,0
Outros,2022,0,0
Outros,2023,0,0
